feature1;feature2;correlation;strength
dragons;opp_xpat25;-0.4848643787;average
opp_dragons;opp_xpat25;0.4245333148;average
elementaldrakes;opp_xpat25;-0.4911257701;average
opp_elementaldrakes;opp_xpat25;0.4400938999;average
infernals;opp_xpat25;-0.1815138269;low
mountains;opp_xpat25;-0.1809945917;low
clouds;opp_xpat25;-0.1452640558;low
oceans;opp_xpat25;-0.1718195227;low
chemtechs;opp_xpat25;-0.1646591888;low
hextechs;opp_xpat25;-0.1626822854;low
elders;opp_xpat25;-0.0661154903;low
opp_elders;opp_xpat25;-0.0045058653;low
firstherald;opp_xpat25;-0.1153230278;low
heralds;opp_xpat25;-0.2211867058;low
opp_heralds;opp_xpat25;0.2241237313;low
firstbaron;opp_xpat25;-0.6244001239;average
barons;opp_xpat25;0.3671194334;average
opp_barons;opp_xpat25;0.4393402327;average
firsttower;opp_xpat25;-0.3282250318;average
towers;opp_xpat25;-0.6436394938;average
opp_towers;opp_xpat25;0.6365935133;average
firstmidtower;opp_xpat25;-0.3915301177;average
firsttothreetowers;opp_xpat25;-0.4940742601;average
turretplates;opp_xpat25;-0.3205142201;average
opp_turretplates;opp_xpat25;0.2728751623;low
inhibitors;opp_xpat25;0.3774946580;average
opp_inhibitors;opp_xpat25;0.4632071186;average
damagetochampions;opp_xpat25;0.8480372006;high
dpm;opp_xpat25;0.8928278587;high
damageshare;opp_xpat25;0.5510164477;average
damagetakenperminute;opp_xpat25;0.9417707284;high
damagemitigatedperminute;opp_xpat25;0.8713558497;high
damagetotowers;opp_xpat25;0.6462426727;average
wardsplaced;opp_xpat25;0.7150135099;average
wpm;opp_xpat25;0.7478218792;average
wardskilled;opp_xpat25;0.8012347367;high
wcpm;opp_xpat25;0.8460330881;high
controlwardsbought;opp_xpat25;0.7949708090;average
visionscore;opp_xpat25;0.8303482404;high
vspm;opp_xpat25;0.8739215824;high
totalgold;opp_xpat25;0.9394523052;high
earnedgold;opp_xpat25;0.9152262226;high
earned gpm;opp_xpat25;0.9380520966;high
earnedgoldshare;opp_xpat25;0.6172983718;average
goldspent;opp_xpat25;0.9429596906;high
gspd;opp_xpat25;-0.7030560329;average
gpr;opp_xpat25;-0.6603578073;average
total cs;opp_xpat25;0.6765395141;average
minionkills;opp_xpat25;0.9180279550;high
monsterkills;opp_xpat25;0.6825749538;average
cspm;opp_xpat25;0.9665008641;high
goldat10;opp_xpat25;0.9818155932;high
xpat10;opp_xpat25;0.9880421033;high
csat10;opp_xpat25;0.9726036933;high
opp_goldat10;opp_xpat25;0.9886956744;high
opp_xpat10;opp_xpat25;0.9919840879;high
opp_csat10;opp_xpat25;0.9777404325;high
golddiffat10;opp_xpat25;-0.0440183477;low
xpdiffat10;opp_xpat25;-0.0409251650;low
csdiffat10;opp_xpat25;-0.0348740829;low
killsat10;opp_xpat25;0.5057428761;average
assistsat10;opp_xpat25;0.4667762937;average
deathsat10;opp_xpat25;0.5455716433;average
opp_killsat10;opp_xpat25;0.5370606878;average
opp_assistsat10;opp_xpat25;0.4934405570;average
opp_deathsat10;opp_xpat25;0.5134811823;average
goldat15;opp_xpat25;0.9791765594;high
xpat15;opp_xpat25;0.9881695302;high
csat15;opp_xpat25;0.9729966519;high
opp_goldat15;opp_xpat25;0.9895821278;high
opp_xpat15;opp_xpat25;0.9941118507;high
opp_csat15;opp_xpat25;0.9792380269;high
golddiffat15;opp_xpat25;-0.0562669390;low
xpdiffat15;opp_xpat25;-0.0566988558;low
csdiffat15;opp_xpat25;-0.0449164924;low
killsat15;opp_xpat25;0.5978404292;average
assistsat15;opp_xpat25;0.5636141912;average
deathsat15;opp_xpat25;0.6477640958;average
opp_killsat15;opp_xpat25;0.6384818904;average
opp_assistsat15;opp_xpat25;0.5995252749;average
opp_deathsat15;opp_xpat25;0.6058194025;average
goldat20;opp_xpat25;0.9772063658;high
xpat20;opp_xpat25;0.9873084977;high
csat20;opp_xpat25;0.9720597211;high
opp_goldat20;opp_xpat25;0.9913408745;high
opp_xpat20;opp_xpat25;0.9964114646;high
opp_csat20;opp_xpat25;0.9795483047;high
golddiffat20;opp_xpat25;-0.0698758622;low
xpdiffat20;opp_xpat25;-0.0747035151;low
csdiffat20;opp_xpat25;-0.0538569498;low
killsat20;opp_xpat25;0.6480188663;average
assistsat20;opp_xpat25;0.6232856529;average
deathsat20;opp_xpat25;0.7124867843;average
opp_killsat20;opp_xpat25;0.7018618314;average
opp_assistsat20;opp_xpat25;0.6743806927;average
opp_deathsat20;opp_xpat25;0.6568025881;average
goldat25;opp_xpat25;0.9711615178;high
xpat25;opp_xpat25;0.9797727634;high
csat25;opp_xpat25;0.9692479232;high
opp_goldat25;opp_xpat25;0.9934676373;high
kills;opp_csat25;0.7246634839;average
deaths;opp_csat25;0.7303815524;average
assists;opp_csat25;0.6657500947;average
teamkills;opp_csat25;-0.0341360223;low
teamdeaths;opp_csat25;-0.0026301083;low
doublekills;opp_csat25;0.4891260004;average
triplekills;opp_csat25;0.2679583772;low
quadrakills;opp_csat25;0.1203189513;low
pentakills;opp_csat25;0.0564324295;low
firstblood;opp_csat25;0.1745458779;low
firstbloodkill;opp_csat25;0.0353120341;low
firstbloodassist;opp_csat25;-0.1594891059;low
firstbloodvictim;opp_csat25;-0.0214139315;low
team kpm;opp_csat25;-0.0394560088;low
ckpm;opp_csat25;-0.0366135257;low
firstdragon;opp_csat25;-0.1017390910;low
dragons;opp_csat25;-0.1573327143;low
opp_dragons;opp_csat25;0.2770272763;low
elementaldrakes;opp_csat25;-0.1646104044;low
opp_elementaldrakes;opp_csat25;0.2800586417;low
infernals;opp_csat25;-0.0708886701;low
mountains;opp_csat25;-0.0677466067;low
clouds;opp_csat25;-0.0245561145;low
oceans;opp_csat25;-0.0646931644;low
chemtechs;opp_csat25;-0.0432326508;low
hextechs;opp_csat25;-0.0668759531;low
elders;opp_csat25;0.0110239402;low
opp_elders;opp_csat25;0.0411558729;low
firstherald;opp_csat25;-0.0521247689;low
heralds;opp_csat25;-0.0935830127;low
opp_heralds;opp_csat25;0.0974530268;low
firstbaron;opp_csat25;-0.2183710775;low
barons;opp_csat25;0.3803929367;average
opp_barons;opp_csat25;0.4060334397;average
firsttower;opp_csat25;-0.2006594141;low
towers;opp_csat25;-0.2962172864;low
opp_towers;opp_csat25;0.3154421034;average
firstmidtower;opp_csat25;-0.2009740044;low
firsttothreetowers;opp_csat25;-0.2756766622;low
turretplates;opp_csat25;-0.3233177031;average
opp_turretplates;opp_csat25;0.0913242268;low
inhibitors;opp_csat25;0.4095779205;average
opp_inhibitors;opp_csat25;0.4490074150;average
damagetochampions;opp_csat25;0.8577812936;high
dpm;opp_csat25;0.8971904173;high
damageshare;opp_csat25;0.7004545621;average
damagetakenperminute;opp_csat25;0.9046358935;high
damagemitigatedperminute;opp_csat25;0.8411707899;high
damagetotowers;opp_csat25;0.6852752900;average
wardsplaced;opp_csat25;0.6594691729;average
wpm;opp_csat25;0.6856173574;average
wardskilled;opp_csat25;0.7902155183;average
wcpm;opp_csat25;0.8291606546;high
controlwardsbought;opp_csat25;0.7519474444;average
visionscore;opp_csat25;0.7868163047;average
vspm;opp_csat25;0.8227715295;high
totalgold;opp_csat25;0.9401987060;high
earnedgold;opp_csat25;0.9283681390;high
earned gpm;opp_csat25;0.9460005353;high
earnedgoldshare;opp_csat25;0.8259837749;high
goldspent;opp_csat25;0.9420949521;high
gspd;opp_csat25;-0.3441457841;average
gpr;opp_csat25;-0.3590731324;average
total cs;opp_csat25;0.8755976764;high
minionkills;opp_csat25;0.9515718218;high
monsterkills;opp_csat25;0.6726410840;average
cspm;opp_csat25;0.9870773372;high
goldat10;opp_csat25;0.9663883297;high
xpat10;opp_csat25;0.9719835856;high
csat10;opp_csat25;0.9863306455;high
opp_goldat10;opp_csat25;0.9718208757;high
opp_xpat10;opp_csat25;0.9751780020;high
opp_csat10;opp_csat25;0.9937399188;high
golddiffat10;opp_csat25;-0.0347571043;low
xpdiffat10;opp_csat25;-0.0331640101;low
csdiffat10;opp_csat25;-0.0503026538;low
killsat10;opp_csat25;0.4948466099;average
assistsat10;opp_csat25;0.4308726406;average
deathsat10;opp_csat25;0.4997476087;average
opp_killsat10;opp_csat25;0.5113634718;average
opp_assistsat10;opp_csat25;0.4402852805;average
opp_deathsat10;opp_csat25;0.4835496480;average
goldat15;opp_csat25;0.9659752687;high
xpat15;opp_csat25;0.9747288791;high
csat15;opp_csat25;0.9880034211;high
opp_goldat15;opp_csat25;0.9736249863;high
opp_xpat15;opp_csat25;0.9790707860;high
opp_csat15;opp_csat25;0.9962316774;high
golddiffat15;opp_csat25;-0.0413649863;low
xpdiffat15;opp_csat25;-0.0414284543;low
csdiffat15;opp_csat25;-0.0592152227;low
killsat15;opp_csat25;0.5870780662;average
assistsat15;opp_csat25;0.5203595121;average
deathsat15;opp_csat25;0.5902004766;average
opp_killsat15;opp_csat25;0.6068743401;average
opp_assistsat15;opp_csat25;0.5317635808;average
opp_deathsat15;opp_csat25;0.5708571797;average
goldat20;opp_csat25;0.9656923296;high
xpat20;opp_csat25;0.9749448291;high
csat20;opp_csat25;0.9890526827;high
opp_goldat20;opp_csat25;0.9750282004;high
opp_xpat20;opp_csat25;0.9807305009;high
opp_csat20;opp_csat25;0.9983605810;high
golddiffat20;opp_csat25;-0.0461531446;low
xpdiffat20;opp_csat25;-0.0474801267;low
csdiffat20;opp_csat25;-0.0669412320;low
killsat20;opp_csat25;0.6403342924;average
assistsat20;opp_csat25;0.5799827553;average
deathsat20;opp_csat25;0.6436195753;average
opp_killsat20;opp_csat25;0.6642285064;average
opp_assistsat20;opp_csat25;0.5949506773;average
opp_deathsat20;opp_csat25;0.6204696343;average
goldat25;opp_csat25;0.9621869902;high
xpat25;opp_csat25;0.9692479232;high
csat25;opp_csat25;0.9894909238;high
opp_goldat25;opp_csat25;0.9740676256;high
opp_xpat25;opp_csat25;0.9783347759;high
kills;golddiffat25;0.3824223183;average
deaths;golddiffat25;-0.3612790309;average
assists;golddiffat25;0.3344338820;average
teamkills;golddiffat25;0.4378279245;average
teamdeaths;golddiffat25;-0.4369994427;average
doublekills;golddiffat25;0.3848766994;average
triplekills;golddiffat25;0.2482945639;low
quadrakills;golddiffat25;0.1163453911;low
pentakills;golddiffat25;0.0644853962;low
firstblood;golddiffat25;0.1981492235;low
firstbloodkill;golddiffat25;0.1744662014;low
firstbloodassist;golddiffat25;0.0806330409;low
firstbloodvictim;golddiffat25;-0.1363680950;low
team kpm;golddiffat25;0.4798024371;average
ckpm;golddiffat25;-0.0000000000;low
firstdragon;golddiffat25;0.2026484490;low
dragons;golddiffat25;0.5418837014;average
opp_dragons;golddiffat25;-0.5418837014;average
elementaldrakes;golddiffat25;0.5540479510;average
opp_elementaldrakes;golddiffat25;-0.5540479510;average
infernals;golddiffat25;0.1966749303;low
mountains;golddiffat25;0.1878266775;low
clouds;golddiffat25;0.1922472523;low
oceans;golddiffat25;0.1818641372;low
chemtechs;golddiffat25;0.1818888829;low
hextechs;golddiffat25;0.1958547948;low
elders;golddiffat25;0.0419046034;low
opp_elders;golddiffat25;-0.0419046034;low
firstherald;golddiffat25;0.2659035418;low
heralds;golddiffat25;0.4228684790;average
opp_heralds;golddiffat25;-0.4228684790;average
firstbaron;golddiffat25;0.6938601717;average
barons;golddiffat25;0.3293547813;average
opp_barons;golddiffat25;-0.3293547813;average
firsttower;golddiffat25;0.5178203119;average
towers;golddiffat25;0.7992871420;average
opp_towers;golddiffat25;-0.7992871420;average
firstmidtower;golddiffat25;0.5725662265;average
firsttothreetowers;golddiffat25;0.6968362776;average
turretplates;golddiffat25;0.4989048673;average
opp_turretplates;golddiffat25;-0.4989048673;average
inhibitors;golddiffat25;0.4472306674;average
opp_inhibitors;golddiffat25;-0.4472306674;average
damagetochampions;golddiffat25;0.1341505126;low
dpm;golddiffat25;0.1594192772;low
damageshare;golddiffat25;0.1562991023;low
damagetakenperminute;golddiffat25;-0.0530397943;low
damagemitigatedperminute;golddiffat25;0.0049920734;low
damagetotowers;golddiffat25;0.4424915314;average
wardsplaced;golddiffat25;0.0258068815;low
wpm;golddiffat25;0.0307583453;low
wardskilled;golddiffat25;0.0541352554;low
wcpm;golddiffat25;0.0629564690;low
controlwardsbought;golddiffat25;0.0384195464;low
visionscore;golddiffat25;0.0742671846;low
vspm;golddiffat25;0.0861296113;low
totalgold;golddiffat25;0.1182687855;low
earnedgold;golddiffat25;0.1802951456;low
earned gpm;golddiffat25;0.2069163926;low
earnedgoldshare;golddiffat25;0.1949389315;low
goldspent;golddiffat25;0.0861559798;low
gspd;golddiffat25;0.9004437162;high
gpr;golddiffat25;0.9226702660;high
total cs;golddiffat25;0.1119008610;low
minionkills;golddiffat25;0.0254859025;low
monsterkills;golddiffat25;0.0951258766;low
cspm;golddiffat25;0.0502330301;low
goldat10;golddiffat25;0.0493514606;low
xpat10;golddiffat25;0.0226314542;low
csat10;golddiffat25;0.0325111609;low
opp_goldat10;golddiffat25;-0.0493514606;low
opp_xpat10;golddiffat25;-0.0226314542;low
opp_csat10;golddiffat25;-0.0325111609;low
golddiffat10;golddiffat25;0.6314953831;average
xpdiffat10;golddiffat25;0.4699135450;average
csdiffat10;golddiffat25;0.4414461761;average
killsat10;golddiffat25;0.2293973070;low
assistsat10;golddiffat25;0.1770563781;low
deathsat10;golddiffat25;-0.2142696958;low
opp_killsat10;golddiffat25;-0.2293973070;low
opp_assistsat10;golddiffat25;-0.1770563781;low
opp_deathsat10;golddiffat25;0.2142696958;low
goldat15;golddiffat25;0.0715763122;low
xpat15;golddiffat25;0.0311127686;low
csat15;golddiffat25;0.0370257292;low
opp_goldat15;golddiffat25;-0.0715763122;low
opp_xpat15;golddiffat25;-0.0311127686;low
opp_csat15;golddiffat25;-0.0370257292;low
golddiffat15;golddiffat25;0.7740816905;average
xpdiffat15;golddiffat25;0.5937271059;average
csdiffat15;golddiffat25;0.5329165056;average
killsat15;golddiffat25;0.2750595780;low
assistsat15;golddiffat25;0.2154270983;low
deathsat15;golddiffat25;-0.2557029776;low
opp_killsat15;golddiffat25;-0.2750595780;low
opp_assistsat15;golddiffat25;-0.2154270983;low
opp_deathsat15;golddiffat25;0.2557029776;low
goldat20;golddiffat25;0.0900759427;low
xpat20;golddiffat25;0.0448039575;low
csat20;golddiffat25;0.0418462252;low
opp_goldat20;golddiffat25;-0.0900759427;low
opp_xpat20;golddiffat25;-0.0448039575;low
opp_csat20;golddiffat25;-0.0418462252;low
golddiffat20;golddiffat25;0.8906052992;high
xpdiffat20;golddiffat25;0.7353675262;average
csdiffat20;golddiffat25;0.6019055579;average
killsat20;golddiffat25;0.3342797069;average
assistsat20;golddiffat25;0.2754939646;low
deathsat20;golddiffat25;-0.3100213295;average
opp_killsat20;golddiffat25;-0.3342797069;average
opp_assistsat20;golddiffat25;-0.2754939646;low
opp_deathsat20;golddiffat25;0.3100213295;average
goldat25;golddiffat25;0.1243959179;low
xpat25;golddiffat25;0.0896577632;low
csat25;golddiffat25;0.0477533172;low
opp_goldat25;golddiffat25;-0.1243959179;low
opp_xpat25;golddiffat25;-0.0896577632;low
opp_csat25;golddiffat25;-0.0477533172;low
kills;xpdiffat25;0.3510814995;average
deaths;xpdiffat25;-0.3616941963;average
assists;xpdiffat25;0.3463257590;average
teamkills;xpdiffat25;0.4356414381;average
teamdeaths;xpdiffat25;-0.4349097599;average
doublekills;xpdiffat25;0.3594864271;average
triplekills;xpdiffat25;0.2342218001;low
quadrakills;xpdiffat25;0.1072889685;low
pentakills;xpdiffat25;0.0597629210;low
firstblood;xpdiffat25;0.1305836993;low
firstbloodkill;xpdiffat25;0.0862745422;low
firstbloodassist;xpdiffat25;0.0627095403;low
firstbloodvictim;xpdiffat25;-0.0872540146;low
team kpm;xpdiffat25;0.4750294252;average
ckpm;xpdiffat25;-0.0000000000;low
firstdragon;xpdiffat25;0.2119574991;low
dragons;xpdiffat25;0.5401779906;average
opp_dragons;xpdiffat25;-0.5401779906;average
elementaldrakes;xpdiffat25;0.5531401429;average
opp_elementaldrakes;xpdiffat25;-0.5531401429;average
infernals;xpdiffat25;0.1981364954;low
mountains;xpdiffat25;0.1896107857;low
clouds;xpdiffat25;0.1916851690;low
oceans;xpdiffat25;0.1834247038;low
chemtechs;xpdiffat25;0.1790188844;low
hextechs;xpdiffat25;0.1925338197;low
elders;xpdiffat25;0.0365958300;low
opp_elders;xpdiffat25;-0.0365958300;low
firstherald;xpdiffat25;0.1371192379;low
heralds;xpdiffat25;0.2645123237;low
opp_heralds;xpdiffat25;-0.2645123237;low
firstbaron;xpdiffat25;0.7492399382;average
barons;xpdiffat25;0.3590699122;average
opp_barons;xpdiffat25;-0.3590699122;average
firsttower;xpdiffat25;0.3899282776;average
towers;xpdiffat25;0.7604524382;average
opp_towers;xpdiffat25;-0.7604524382;average
firstmidtower;xpdiffat25;0.4651341294;average
firsttothreetowers;xpdiffat25;0.5869556146;average
turretplates;xpdiffat25;0.3524705269;average
opp_turretplates;xpdiffat25;-0.3524705269;average
inhibitors;xpdiffat25;0.4261482289;average
opp_inhibitors;xpdiffat25;-0.4261482289;average
damagetochampions;xpdiffat25;0.1172684283;low
dpm;xpdiffat25;0.1406595677;low
damageshare;xpdiffat25;0.0867244915;low
damagetakenperminute;xpdiffat25;-0.0476198799;low
damagemitigatedperminute;xpdiffat25;0.0154882022;low
damagetotowers;xpdiffat25;0.4051581370;average
wardsplaced;xpdiffat25;0.0221941352;low
wpm;xpdiffat25;0.0268379887;low
wardskilled;xpdiffat25;0.0462924238;low
wcpm;xpdiffat25;0.0543579464;low
controlwardsbought;xpdiffat25;0.0339785872;low
visionscore;xpdiffat25;0.0654749025;low
vspm;xpdiffat25;0.0763981811;low
totalgold;xpdiffat25;0.1089639895;low
earnedgold;xpdiffat25;0.1661104259;low
earned gpm;xpdiffat25;0.1908595882;low
earnedgoldshare;xpdiffat25;0.1142835297;low
goldspent;xpdiffat25;0.0760662619;low
gspd;xpdiffat25;0.8352240122;high
gpr;xpdiffat25;0.7844989184;average
total cs;xpdiffat25;0.1032918142;low
minionkills;xpdiffat25;0.0225466361;low
monsterkills;xpdiffat25;0.0937255138;low
cspm;xpdiffat25;0.0471862493;low
goldat10;xpdiffat25;0.0342066298;low
xpat10;xpdiffat25;0.0195988982;low
csat10;xpdiffat25;0.0255390203;low
opp_goldat10;xpdiffat25;-0.0342066298;low
opp_xpat10;xpdiffat25;-0.0195988982;low
opp_csat10;xpdiffat25;-0.0255390203;low
golddiffat10;xpdiffat25;0.4377039417;average
xpdiffat10;xpdiffat25;0.4069463518;average
csdiffat10;xpdiffat25;0.3467763855;average
killsat10;xpdiffat25;0.1557069985;low
assistsat10;xpdiffat25;0.1325703226;low
deathsat10;xpdiffat25;-0.1595484839;low
opp_killsat10;xpdiffat25;-0.1557069985;low
opp_assistsat10;xpdiffat25;-0.1325703226;low
opp_deathsat10;xpdiffat25;0.1595484839;low
goldat15;xpdiffat25;0.0517347713;low
xpat15;xpdiffat25;0.0295442384;low
csat15;xpdiffat25;0.0310310881;low
opp_goldat15;xpdiffat25;-0.0517347713;low
